,CID,HBondDonorCount,HBondAcceptorCount,MolecularWeight,XLogP,CanonicalSMILES,IsomericSMILES,HitFreq,Include
22935,45908499,2,4,388.4,2.8,CCC(=O)N1CCC2=C1C=CC(=C2)C(=O)NNC(=O)C3=NC4=CC=CC=C4C=C3,CCC(=O)N1CCC2=C1C=CC(=C2)C(=O)NNC(=O)C3=NC4=CC=CC=C4C=C3,2,1
22936,45910643,2,2,355.5,4.6,CC1CC(CN(C1)CCCCNC(=O)C2=CC3=C(C=C2)NC(=C3C)C)C,CC1CC(CN(C1)CCCCNC(=O)C2=CC3=C(C=C2)NC(=C3C)C)C,2,1
22937,46290331,3,2,321.4,3.2,CC1=CC2=C(C=C1)NC(=C2NC(=O)C)C(=O)NCC3=CC=CC=C3,CC1=CC2=C(C=C1)NC(=C2NC(=O)C)C(=O)NCC3=CC=CC=C3,2,1
22956,46391956,3,2,383.4,4.9,CC1=CC(=CC=C1)C(=O)NC2=C(NC3=CC=CC=C32)C(=O)NCC4=CC=CC=C4,CC1=CC(=CC=C1)C(=O)NC2=C(NC3=CC=CC=C32)C(=O)NCC4=CC=CC=C4,2,1
22960,46397207,2,3,342.4,1.2,CCC(=O)N1CCC2=C(C1)C3=C(N2)C=CC(=C3)C(=O)NCCN(C)C,CCC(=O)N1CCC2=C(C1)C3=C(N2)C=CC(=C3)C(=O)NCCN(C)C,4,1
22961,46397209,1,2,339.4,2.2,CC1CCN(CC1)C(=O)C2=CC3=C(C=C2)NC4=C3CN(CC4)C(=O)C,CC1CCN(CC1)C(=O)C2=CC3=C(C=C2)NC4=C3CN(CC4)C(=O)C,2,1
22962,46410410,2,3,402.5,4.2,C1CCC2=C(C1)C3=C(N2)C=CC(=C3)C(=O)NCCN4CCN(CC4)C5=CC=CC=C5,C1CCC2=C(C1)C3=C(N2)C=CC(=C3)C(=O)NCCN4CCN(CC4)C5=CC=CC=C5,4,1
22963,46413755,2,3,416.6,4.5,CC1=CC(=CC=C1)N2CCN(CC2)CCNC(=O)C3=CC4=C(C=C3)NC5=C4CCCC5,CC1=CC(=CC=C1)N2CCN(CC2)CCNC(=O)C3=CC4=C(C=C3)NC5=C4CCCC5,2,1
22964,46413954,2,3,369.5,3.5,CC1CN(CC(O1)C)C(C)CNC(=O)C2=CC3=C(C=C2)NC4=C3CCCC4,CC1CN(CC(O1)C)C(C)CNC(=O)C2=CC3=C(C=C2)NC4=C3CCCC4,2,1
22965,46416831,2,2,361.4,3.4,CC1=C(NC2=C1C=C(C=C2)C(=O)NC3=CC(=CC=C3)N4CCCCC4=O)C,CC1=C(NC2=C1C=C(C=C2)C(=O)NC3=CC(=CC=C3)N4CCCCC4=O)C,2,1
22966,46417883,2,3,416.6,4.5,C1CCC2=C(C1)C3=C(N2)C=CC(=C3)C(=O)NCCCN4CCN(CC4)C5=CC=CC=C5,C1CCC2=C(C1)C3=C(N2)C=CC(=C3)C(=O)NCCCN4CCN(CC4)C5=CC=CC=C5,2,1
22967,46431053,2,2,389.5,4.3,CC1CCC2=C(C1)C3=C(N2)C(=CC=C3)C(=O)N(C)CC(=O)NC4=CC=C(C=C4)C,CC1CCC2=C(C1)C3=C(N2)C(=CC=C3)C(=O)N(C)CC(=O)NC4=CC=C(C=C4)C,2,1
22968,46443208,3,3,390.5,2.8,CC1=CC2=C(C=C1)NC(=C2CC(=O)NCC3=CC=C(C=C3)N4CCNC(=O)C4)C,CC1=CC2=C(C=C1)NC(=C2CC(=O)NCC3=CC=C(C=C3)N4CCNC(=O)C4)C,4,1
22969,46446220,2,2,365.5,3.1,C1CCC2=C(C1)C3=C(N2)C=CC(=C3)C(=O)N4CCC(CC4)NC(=O)C5CC5,C1CCC2=C(C1)C3=C(N2)C=CC(=C3)C(=O)N4CCC(CC4)NC(=O)C5CC5,2,1
22970,46454508,2,2,407.5,4.7,C1CCC(CC1)C(=O)N2CCC(CC2)NC(=O)C3=CC4=C(C=C3)NC5=C4CCCC5,C1CCC(CC1)C(=O)N2CCC(CC2)NC(=O)C3=CC4=C(C=C3)NC5=C4CCCC5,2,1
22971,46455364,2,2,429.6,4.5,C1CCC2=C(C1)C3=C(N2)C=CC(=C3)C(=O)N4CCC(CC4)NC(=O)CCC5=CC=CC=C5,C1CCC2=C(C1)C3=C(N2)C=CC(=C3)C(=O)N4CCC(CC4)NC(=O)CCC5=CC=CC=C5,3,1
22972,46455945,2,2,363.5,4.2,CC1=C(NC2=C1C=C(C=C2)C(=O)NCC3=CC=CC=C3CN(C)C(C)C)C,CC1=C(NC2=C1C=C(C=C2)C(=O)NCC3=CC=CC=C3CN(C)C(C)C)C,2,1
22973,46460566,2,2,389.5,4.6,CCC(CNC(=O)CC1=C(NC2=C1C=C(C=C2)C)C)N3CCC4=CC=CC=C4C3,CCC(CNC(=O)CC1=C(NC2=C1C=C(C=C2)C)C)N3CCC4=CC=CC=C4C3,3,1
22974,46474880,3,2,401.5,4.1,CC(C1=CC=C(C=C1)NC(=O)C2CC2)NC(=O)C3=CC4=C(C=C3)NC5=C4CCCC5,CC(C1=CC=C(C=C1)NC(=O)C2CC2)NC(=O)C3=CC4=C(C=C3)NC5=C4CCCC5,2,1
22975,46475426,3,2,411.5,4.4,CC1=CC2=C(C=C1)NC(=C2CC(=O)NCC3=CC(=CC=C3)C(=O)NC4=CC=CC=C4)C,CC1=CC2=C(C=C1)NC(=C2CC(=O)NCC3=CC(=CC=C3)C(=O)NC4=CC=CC=C4)C,2,1
22976,46476426,3,4,357.4,2.5,CC1=CC2=C(C=C1)NC(=C2)C(=O)NCC3=CC=CC=C3NS(=O)(=O)C,CC1=CC2=C(C=C1)NC(=C2)C(=O)NCC3=CC=CC=C3NS(=O)(=O)C,2,1
22977,46480259,3,2,349.4,2.9,CC1=CC2=C(C=C1)NC(=C2CC(=O)NCC(=O)NCC3=CC=CC=C3)C,CC1=CC2=C(C=C1)NC(=C2CC(=O)NCC(=O)NCC3=CC=CC=C3)C,2,1
22978,46481136,2,3,383.5,3.9,CCOC(=O)N1CCC(CC1)NC(=O)C2=CC3=C(C=C2)NC4=C3CCCCC4,CCOC(=O)N1CCC(CC1)NC(=O)C2=CC3=C(C=C2)NC4=C3CCCCC4,2,1
22979,46494616,4,3,404.5,2.3,C1CCC2=C(C1)C3=C(N2)C=CC(=C3)C(=O)NCC4=CC=C(C=C4)C(=O)NCC(=O)N,C1CCC2=C(C1)C3=C(N2)C=CC(=C3)C(=O)NCC4=CC=C(C=C4)C(=O)NCC(=O)N,4,1
22980,46494661,4,3,378.4,1.8,CC1=C(NC2=C1C=C(C=C2)C(=O)NCC3=CC=C(C=C3)C(=O)NCC(=O)N)C,CC1=C(NC2=C1C=C(C=C2)C(=O)NCC3=CC=C(C=C3)C(=O)NCC(=O)N)C,4,1
22981,46507452,3,2,347.4,4.4,CC1=CC(=CC=C1)C(=O)NC2=C(NC3=C2C=C(C=C3)C)C(=O)NCC=C,CC1=CC(=CC=C1)C(=O)NC2=C(NC3=C2C=C(C=C3)C)C(=O)NCC=C,2,1
22983,46535998,2,2,361.4,3.9,CC1=CC(=C2C=C(NC2=C1)C(=O)NC3=CC=C(C=C3)C(=O)N4CCCC4)C,CC1=CC(=C2C=C(NC2=C1)C(=O)NC3=CC=C(C=C3)C(=O)N4CCCC4)C,2,1
22984,46540026,2,1,318.4,4.4,CC1=C(NC2=C1C=C(C=C2)C(=O)NC(C3CC3)C4=CC=CC=C4)C,CC1=C(NC2=C1C=C(C=C2)C(=O)NC(C3CC3)C4=CC=CC=C4)C,2,1
22985,46540428,2,2,365.5,3.1,C1CCC2=C(C1)C3=C(N2)C=CC(=C3)C(=O)NC4CCN(CC4)C(=O)C5CC5,C1CCC2=C(C1)C3=C(N2)C=CC(=C3)C(=O)NC4CCN(CC4)C(=O)C5CC5,2,1
22986,46540916,2,3,357.5,3.5,CC1=C(NC2=C1C=C(C=C2)C(=O)NCC(CC(C)C)N3CCOCC3)C,CC1=C(NC2=C1C=C(C=C2)C(=O)NCC(CC(C)C)N3CCOCC3)C,2,1
22987,46541616,3,2,389.5,4.3,CC(C)C(=O)NC1=CC=CC(=C1)CNC(=O)C2=CC3=C(C=C2)NC4=C3CCCC4,CC(C)C(=O)NC1=CC=CC(=C1)CNC(=O)C2=CC3=C(C=C2)NC4=C3CCCC4,2,1
22988,46542818,1,1,310.4,4.5,CN(C1CCCCC1)C(=O)C2=CC3=C(C=C2)NC4=C3CCCC4,CN(C1CCCCC1)C(=O)C2=CC3=C(C=C2)NC4=C3CCCC4,2,1
22989,46548932,2,2,327.4,2.7,CC1=CC2=C(C=C1)NC(=C2)C(=O)NCCCN3CCCCCC3=O,CC1=CC2=C(C=C1)NC(=C2)C(=O)NCCCN3CCCCCC3=O,2,1
22990,46549528,2,3,336.4,3.4,CC1=CC2=C(C=C1)NC(=C2)C(=O)NC(CC(=O)OC)C3=CC=CC=C3,CC1=CC2=C(C=C1)NC(=C2)C(=O)NC(CC(=O)OC)C3=CC=CC=C3,2,1
22991,46549584,1,1,244.33,3.5,CCCCN(C)C(=O)C1=CC2=C(N1)C=CC(=C2)C,CCCCN(C)C(=O)C1=CC2=C(N1)C=CC(=C2)C,3,1
22992,46549781,2,3,343.5,3.4,CC1=CC2=C(C=C1)NC(=C2)C(=O)NCC(CC(C)C)N3CCOCC3,CC1=CC2=C(C=C1)NC(=C2)C(=O)NCC(CC(C)C)N3CCOCC3,3,1
22993,46550602,3,2,321.4,3.1,CC1=CC2=C(C=C1)NC(=C2)C(=O)NC3=CC(=C(C=C3)NC(=O)C)C,CC1=CC2=C(C=C1)NC(=C2)C(=O)NC3=CC(=C(C=C3)NC(=O)C)C,2,1
22994,46553784,3,2,347.4,3.5,CC1=C(NC2=C1C=C(C=C2)C(=O)NC3=CC=C(C=C3)C(=O)NC4CC4)C,CC1=C(NC2=C1C=C(C=C2)C(=O)NC3=CC=C(C=C3)C(=O)NC4CC4)C,2,1
22995,46560236,2,1,284.4,4.4,CCC(CC)NC(=O)C1=CC2=C(C=C1)NC3=C2CCCC3,CCC(CC)NC(=O)C1=CC2=C(C=C1)NC3=C2CCCC3,2,1
22996,46565751,2,2,401.5,4.1,CN(CC1=CC=C(C=C1)C(=O)NC2CC2)C(=O)C3=CC4=C(C=C3)NC5=C4CCCC5,CN(CC1=CC=C(C=C1)C(=O)NC2CC2)C(=O)C3=CC4=C(C=C3)NC5=C4CCCC5,2,1
22997,46565860,1,2,441.6,4.2,C1CCC2=C(C1)C3=C(N2)C=CC(=C3)C(=O)N4CCC(CC4)C(=O)N5CCC6=CC=CC=C6C5,C1CCC2=C(C1)C3=C(N2)C=CC(=C3)C(=O)N4CCC(CC4)C(=O)N5CCC6=CC=CC=C6C5,2,1
22998,46576389,1,2,361.5,3.9,CC1=C(NC2=C1C=C(C=C2)C(=O)N3CCCN(CC3)CC4=CC=CC=C4)C,CC1=C(NC2=C1C=C(C=C2)C(=O)N3CCCN(CC3)CC4=CC=CC=C4)C,2,1
22999,46578292,1,2,322.4,3.6,CC1=CC2=C(C=C1)NC(=C2)C(=O)N(CCOC)CC3=CC=CC=C3,CC1=CC2=C(C=C1)NC(=C2)C(=O)N(CCOC)CC3=CC=CC=C3,3,1
23000,46579127,1,2,437.5,4.9,C1CCC2=C(C1)C3=C(N2)C=CC(=C3)C(=O)N4CCN(CC4)C(=O)C5=CC=CC6=CC=CC=C65,C1CCC2=C(C1)C3=C(N2)C=CC(=C3)C(=O)N4CCN(CC4)C(=O)C5=CC=CC6=CC=CC=C65,2,1
23001,46579128,1,2,411.5,4.5,CC1=C(NC2=C1C=C(C=C2)C(=O)N3CCN(CC3)C(=O)C4=CC=CC5=CC=CC=C54)C,CC1=C(NC2=C1C=C(C=C2)C(=O)N3CCN(CC3)C(=O)C4=CC=CC5=CC=CC=C54)C,3,1
23002,46586651,2,1,306.4,4.4,CC1=CC=C(C=C1)C(C)NC(=O)C2=CC3=C(C=C2)NC(=C3C)C,CC1=CC=C(C=C1)C(C)NC(=O)C2=CC3=C(C=C2)NC(=C3C)C,2,1
23003,46592477,1,2,415.5,4.5,CCC1=CC=C(C=C1)C(=O)N2CCN(CC2)C(=O)C3=CC4=C(C=C3)NC5=C4CCCC5,CCC1=CC=C(C=C1)C(=O)N2CCN(CC2)C(=O)C3=CC4=C(C=C3)NC5=C4CCCC5,3,1
23004,46598536,3,2,349.4,3.2,CC1=C(NC2=C1C=C(C=C2)C(=O)NC(C)C3=CC(=CC=C3)NC(=O)C)C,CC1=C(NC2=C1C=C(C=C2)C(=O)NC(C)C3=CC(=CC=C3)NC(=O)C)C,2,1
23005,46613210,2,2,401.5,4.1,C1CCC2=C(C1)C3=C(N2)C=CC(=C3)C(=O)N4CCC(CC4)C(=O)NC5=CC=CC=C5,C1CCC2=C(C1)C3=C(N2)C=CC(=C3)C(=O)N4CCC(CC4)C(=O)NC5=CC=CC=C5,2,1
23006,46634362,3,2,271.31,1.9,CC1=CC2=C(C=C1)NC(=C2)C(=O)NCC(=O)NC3CC3,CC1=CC2=C(C=C1)NC(=C2)C(=O)NCC(=O)NC3CC3,3,1
23007,46635972,2,2,285.34,2.0,CC1=CC2=C(C=C1)NC(=C2)C(=O)NCC(=O)N3CCCC3,CC1=CC2=C(C=C1)NC(=C2)C(=O)NCC(=O)N3CCCC3,3,1
23008,46663421,2,2,335.4,3.7,CC1=CC(=C2C=C(NC2=C1)C(=O)NCC3=CC=CC=C3CN(C)C)C,CC1=CC(=C2C=C(NC2=C1)C(=O)NCC3=CC=CC=C3CN(C)C)C,2,1
23009,46663442,2,1,292.4,4.3,CC1=CC(=C2C=C(NC2=C1)C(=O)NC(C)C3=CC=CC=C3)C,CC1=CC(=C2C=C(NC2=C1)C(=O)NC(C)C3=CC=CC=C3)C,2,1
23011,46803206,2,3,403.5,3.7,C1CCC2=C(C1)C3=C(N2)C=CC(=C3)C(=O)NCC(C4=CC=CC=C4)N5CCOCC5,C1CCC2=C(C1)C3=C(N2)C=CC(=C3)C(=O)NCC(C4=CC=CC=C4)N5CCOCC5,2,1
23012,46952001,1,2,367.5,4.5,CC1=CC2=C(C=C1)N(C(=C2)C(=O)NCC3(CCCCC3)N4CCCCC4)C,CC1=CC2=C(C=C1)N(C(=C2)C(=O)NCC3(CCCCC3)N4CCCCC4)C,2,1
23013,46952006,1,2,375.5,4.6,CC1CCCCN1CC2=CC(=CC=C2)NC(=O)C3=CC4=C(N3C)C=CC(=C4)C,CC1CCCCN1CC2=CC(=CC=C2)NC(=O)C3=CC4=C(N3C)C=CC(=C4)C,3,1
23014,46955553,2,2,341.5,3.9,CCC(CN1CCCCC1)NC(=O)CC2=C(NC3=C2C=C(C=C3)C)C,CCC(CN1CCCCC1)NC(=O)CC2=C(NC3=C2C=C(C=C3)C)C,2,1
23015,46963312,2,3,356.5,3.0,CCC1=C(NC2=C1C=C(C=C2)C(=O)NCC3(CCN(CC3)C)N(C)C)C,CCC1=C(NC2=C1C=C(C=C2)C(=O)NCC3(CCN(CC3)C)N(C)C)C,2,1
23016,46964085,2,2,321.4,4.0,CC1=CC(=C2C(=C1)C(=C(N2)C(=O)NCCCC3=CC=CC=N3)C)C,CC1=CC(=C2C(=C1)C(=C(N2)C(=O)NCCCC3=CC=CC=N3)C)C,2,1
23017,46977713,1,3,391.5,3.5,CC1=CC2=C(C=C1)N(C(=C2)C(=O)NC(CCN3CCOCC3)C4=CC=CC=C4)C,CC1=CC2=C(C=C1)N(C(=C2)C(=O)NC(CCN3CCOCC3)C4=CC=CC=C4)C,2,1
23018,46977723,2,3,356.5,1.7,CC1=CC2=C(C=C1)N(C(=C2)C(=O)NCCCN3CCC(CC3)C(=O)N)C,CC1=CC2=C(C=C1)N(C(=C2)C(=O)NCCCN3CCC(CC3)C(=O)N)C,2,1
23019,46983629,1,3,339.4,2.7,CC1=C2C(=CC=C1)C(=CC(=N2)C)C(=O)N(CC3CCC(=O)N3)C(C)C,CC1=C2C(=CC=C1)C(=CC(=N2)C)C(=O)N(CC3CCC(=O)N3)C(C)C,2,1
23020,46987445,1,3,297.35,1.9,CC1=CC2=CC(=C(N=C2C=C1)C)C(=O)N3CCCC3C(=O)N,CC1=CC2=CC(=C(N=C2C=C1)C)C(=O)N3CCC[C@@H]3C(=O)N,2,1
23021,46997294,1,2,333.4,3.2,CC1=CC(=CC=C1)CN2CCN(CC2)C(=O)C3=CC4=C(C=C3)NC=C4,CC1=CC(=CC=C1)CN2CCN(CC2)C(=O)C3=CC4=C(C=C3)NC=C4,2,1
23022,47026669,2,2,375.5,3.6,CN(CC1=CC=C(C=C1)C(=O)N)C(=O)C2=CC3=C(C=C2)NC4=C3CCCCC4,CN(CC1=CC=C(C=C1)C(=O)N)C(=O)C2=CC3=C(C=C2)NC4=C3CCCCC4,2,1
23023,47029035,3,3,418.5,3.7,CC1CCC2=C(C1)C3=C(N2)C(=CC=C3)C(=O)NC4=CC=C(C=C4)C(=O)NCCN(C)C,CC1CCC2=C(C1)C3=C(N2)C(=CC=C3)C(=O)NC4=CC=C(C=C4)C(=O)NCCN(C)C,2,0
23024,47057694,2,3,389.5,4.1,CC1=CC(=CC=C1)CN2CCC(CC2)NC(=O)C(=O)C3=C(NC4=CC=CC=C43)C,CC1=CC(=CC=C1)CN2CCC(CC2)NC(=O)C(=O)C3=C(NC4=CC=CC=C43)C,2,1
23025,47057856,3,4,357.4,2.5,CC1=CC2=C(C=C1)NC(=C2)C(=O)NCC3=CC=C(C=C3)NS(=O)(=O)C,CC1=CC2=C(C=C1)NC(=C2)C(=O)NCC3=CC=C(C=C3)NS(=O)(=O)C,2,1
23026,47072587,2,3,376.5,3.3,CC1=C(NC2=C1C=C(C=C2)C(=O)NC3=CC=CC(=C3)CN4CCN(CC4)C)C,CC1=C(NC2=C1C=C(C=C2)C(=O)NC3=CC=CC(=C3)CN4CCN(CC4)C)C,3,1
23027,47078530,1,3,297.4,2.8,CC1=CC2=CC(=C(N=C2C=C1)C)C(=O)NCC3CCCN3C,CC1=CC2=CC(=C(N=C2C=C1)C)C(=O)NCC3CCCN3C,2,1
23028,47088743,3,4,376.4,2.0,CC1=CC2=CC(=C(N=C2C=C1)C)C(=O)NC3=CC=C(C=C3)C(=O)NCC(=O)N,CC1=CC2=CC(=C(N=C2C=C1)C)C(=O)NC3=CC=C(C=C3)C(=O)NCC(=O)N,2,1
23029,47099972,2,1,242.32,2.9,CCNC(=O)C1=CC2=C(C=C1)NC3=C2CCCC3,CCNC(=O)C1=CC2=C(C=C1)NC3=C2CCCC3,2,1
23030,47154618,2,1,252.31,3.8,CCCNC(=O)C1=CC2=C(N1)C=CC3=CC=CC=C32,CCCNC(=O)C1=CC2=C(N1)C=CC3=CC=CC=C32,3,1
23031,47165633,1,1,242.32,3.1,CCN(C1CC1)C(=O)C2=CC3=C(N2)C=CC(=C3)C,CCN(C1CC1)C(=O)C2=CC3=C(N2)C=CC(=C3)C,2,1
23032,47342791,3,2,273.33,1.8,CC1=C(NC2=C1C=C(C=C2)C(=O)NC(C)C(=O)NC)C,CC1=C(NC2=C1C=C(C=C2)C(=O)NC(C)C(=O)NC)C,3,1
23033,47473295,1,1,270.37,3.6,CCCN(C)C(=O)C1=CC2=C(C=C1)NC3=C2CCCC3,CCCN(C)C(=O)C1=CC2=C(C=C1)NC3=C2CCCC3,2,1
23034,47799154,2,2,285.4,2.7,CC1=C(NC2=C1C=C(C=C2)C(=O)NCCN(C)C3CC3)C,CC1=C(NC2=C1C=C(C=C2)C(=O)NCCN(C)C3CC3)C,2,1
23035,47909881,2,4,375.5,2.4,CS(=O)(=O)N1CCCC(C1)NC(=O)C2=CC3=C(C=C2)NC4=C3CCCC4,CS(=O)(=O)N1CCCC(C1)NC(=O)C2=CC3=C(C=C2)NC4=C3CCCC4,2,1
23036,48355359,1,3,339.4,3.0,CCNC(=O)CN(C)C(=O)C1=C2CCCCC2=NC3=C1C=C(C=C3)C,CCNC(=O)CN(C)C(=O)C1=C2CCCCC2=NC3=C1C=C(C=C3)C,2,1
23037,48358418,1,2,337.4,3.5,CCCN(CC(=O)N(C)C)C(=O)C1=CC2=C(N1)C=CC3=CC=CC=C32,CCCN(CC(=O)N(C)C)C(=O)C1=CC2=C(N1)C=CC3=CC=CC=C32,3,1
23038,48734633,1,2,327.4,2.3,CC1=C(NC2=C1C=C(C=C2)C(=O)N3CCC(CC3)N(C)C(=O)C)C,CC1=C(NC2=C1C=C(C=C2)C(=O)N3CCC(CC3)N(C)C(=O)C)C,2,1
23039,49727010,1,2,361.4,3.4,CC1=CC2=C(C=C1)N(CCC2)C(=O)CN(C)C(=O)C3=CNC4=CC=CC=C43,CC1=CC2=C(C=C1)N(CCC2)C(=O)CN(C)C(=O)C3=CNC4=CC=CC=C43,2,1
23040,49743462,3,2,357.4,3.6,C1CCC2=C(C1)C3=C(C=C(C=C3)NC(=O)C4=CC5=CC=CC=C5N4)NC2=O,C1CCC2=C(C1)C3=C(C=C(C=C3)NC(=O)C4=CC5=CC=CC=C5N4)NC2=O,2,1
23041,49818011,1,1,226.27,2.3,CC1=CC2=C(C=C1)NC(=C2)C(=O)N(C)CC#C,CC1=CC2=C(C=C1)NC(=C2)C(=O)N(C)CC#C,2,1
23044,50788834,1,3,359.5,4.0,CC1=CC(=C2C=CC=C(C2=N1)C3=CC=CC=C3)C(=O)NCCN4CCCC4,CC1=CC(=C2C=CC=C(C2=N1)C3=CC=CC=C3)C(=O)NCCN4CCCC4,2,1
23045,50791837,1,3,413.5,4.9,CC1=C(C=C(C=C1)NC(=O)C2=C3CN(C(=O)C3=NC4=CC=CC=C42)C5CCCCC5)C,CC1=C(C=C(C=C1)NC(=O)C2=C3CN(C(=O)C3=NC4=CC=CC=C42)C5CCCCC5)C,2,1
23046,50816206,2,4,402.5,2.8,CC(=O)NC1=CC=C(C=C1)C2=NC3=CC=CC=C3C(=C2)C(=O)NCCN4CCCC4,CC(=O)NC1=CC=C(C=C1)C2=NC3=CC=CC=C3C(=C2)C(=O)NCCN4CCCC4,2,1
23047,50852830,2,3,335.4,3.3,CC1=CC2=C(C=C1)NC(=C2)C(=O)NC3=CC=C(C=C3)N4CCOCC4,CC1=CC2=C(C=C1)NC(=C2)C(=O)NC3=CC=C(C=C3)N4CCOCC4,2,1
23048,50953664,3,3,340.4,1.0,CC1=C(NC2=C1C=C(C=C2)C(=O)NC3CC4C(=O)NCC(=O)N4C3)C,CC1=C(NC2=C1C=C(C=C2)C(=O)N[C@@H]3C[C@H]4C(=O)NCC(=O)N4C3)C,4,1
23049,50964746,2,2,297.4,3.0,CC1=CC2=C(C=C1)NC(=C2C)C(=O)NC3CN4CCC3CC4,CC1=CC2=C(C=C1)NC(=C2C)C(=O)NC3CN4CCC3CC4,3,1
23050,50966084,1,1,242.32,3.2,CC1=CC2=C(C=C1)NC(=C2C)C(=O)N(C)CC=C,CC1=CC2=C(C=C1)NC(=C2C)C(=O)N(C)CC=C,2,1
23051,50976897,2,4,366.4,1.5,CCC1=CC2=C(C=C(N=C2C=C1)C)C(=O)NC3CC4C(=O)NCC(=O)N4C3,CCC1=CC2=C(C=C(N=C2C=C1)C)C(=O)N[C@@H]3C[C@H]4C(=O)NCC(=O)N4C3,4,1
23052,50978642,2,3,326.4,1.2,CC1=C(NC2=C1C=CC=C2C(=O)N3CCN4CCNC(=O)C4C3)C,CC1=C(NC2=C1C=CC=C2C(=O)N3CCN4CCNC(=O)C4C3)C,2,1
23053,50979861,1,4,335.4,1.6,CC1=CC2=C(C=C1)NC(=C2C)C(=O)N3CCN(CC3)S(=O)(=O)C,CC1=CC2=C(C=C1)NC(=C2C)C(=O)N3CCN(CC3)S(=O)(=O)C,2,1
23054,51076278,1,2,327.5,3.7,CC1=C(NC2=C1C=C(C=C2)C(=O)N(C)C3CCN(CC3)C(C)C)C,CC1=C(NC2=C1C=C(C=C2)C(=O)N(C)C3CCN(CC3)C(C)C)C,2,1
23055,51079417,2,4,349.4,1.9,CC1=C(NC2=C1C=C(C=C2)C(=O)N3CCCC(C3)NS(=O)(=O)C)C,CC1=C(NC2=C1C=C(C=C2)C(=O)N3CCCC(C3)NS(=O)(=O)C)C,2,0
23056,51113000,2,2,282.34,3.2,CC(COC)NC(=O)C1=CC2=C(N1)C=CC3=CC=CC=C32,CC(COC)NC(=O)C1=CC2=C(N1)C=CC3=CC=CC=C32,2,1
23057,51115938,2,3,337.4,3.0,CC(CN1CCOCC1)NC(=O)C2=CC3=C(N2)C=CC4=CC=CC=C43,CC(CN1CCOCC1)NC(=O)C2=CC3=C(N2)C=CC4=CC=CC=C43,2,1
23059,51116202,2,3,343.4,2.9,CCOC(=O)NC1CCCN(C1)C(=O)C2=CC3=C(C=C2)NC(=C3C)C,CCOC(=O)NC1CCCN(C1)C(=O)C2=CC3=C(C=C2)NC(=C3C)C,2,1
23060,51119302,2,3,323.4,2.6,C1COCCN1CCNC(=O)C2=CC3=C(N2)C=CC4=CC=CC=C43,C1COCCN1CCNC(=O)C2=CC3=C(N2)C=CC4=CC=CC=C43,2,1
23062,51153574,1,3,373.4,3.6,CC1=CC=C(C=C1)NC(=O)CN(C)C(=O)C2=C3CCCC3=NC4=CC=CC=C42,CC1=CC=C(C=C1)NC(=O)CN(C)C(=O)C2=C3CCCC3=NC4=CC=CC=C42,2,1
23063,51165400,1,2,367.5,3.1,CC1=C(NC2=C1C=C(C=C2)C(=O)N3CCC(CC3)C(=O)N4CCCCC4)C,CC1=C(NC2=C1C=C(C=C2)C(=O)N3CCC(CC3)C(=O)N4CCCCC4)C,2,1
23064,51221244,2,2,313.4,2.1,CC1=C(NC2=C1C=C(C=C2)C(=O)NC3CCN(CC3)C(=O)C)C,CC1=C(NC2=C1C=C(C=C2)C(=O)NC3CCN(CC3)C(=O)C)C,3,1
23065,51283755,1,3,327.4,2.9,CCN(CC(=O)NC(C)C)C(=O)C1=C(N=C2C=CC(=CC2=C1)C)C,CCN(CC(=O)NC(C)C)C(=O)C1=C(N=C2C=CC(=CC2=C1)C)C,2,1
23066,51315401,2,3,333.4,2.9,CC1=CC2=CC(=C(N=C2C=C1)C)C(=O)NC(C3=CC=CC=C3)C(=O)N,CC1=CC2=CC(=C(N=C2C=C1)C)C(=O)NC(C3=CC=CC=C3)C(=O)N,2,1
23067,51362711,1,2,287.4,2.7,CCN(CC)CCNC(=O)C1=CC2=C(N1C)C=CC(=C2)C,CCN(CC)CCNC(=O)C1=CC2=C(N1C)C=CC(=C2)C,2,1
23068,51577053,2,4,434.5,3.3,CCN(CC(=O)NC1=CC=C(C=C1)N2CCOCC2)C(=O)C3=CC4=C(C=C3)NC(=C4C)C,CCN(CC(=O)NC1=CC=C(C=C1)N2CCOCC2)C(=O)C3=CC4=C(C=C3)NC(=C4C)C,2,1
23069,51723996,1,1,324.5,4.7,CC1CCC2=C(C1)C3=C(N2)C=CC(=C3)C(=O)N4CC(CC(C4)C)C,C[C@@H]1CCC2=C(C1)C3=C(N2)C=CC(=C3)C(=O)N4C[C@H](C[C@@H](C4)C)C,2,0
23070,51723997,1,1,324.5,4.7,CC1CCC2=C(C1)C3=C(N2)C=CC(=C3)C(=O)N4CC(CC(C4)C)C,C[C@H]1CCC2=C(C1)C3=C(N2)C=CC(=C3)C(=O)N4C[C@H](C[C@@H](C4)C)C,2,0
23071,51960486,2,2,355.5,4.6,CC1CC(CN(C1)CCCCNC(=O)C2=CC3=C(C=C2)NC(=C3C)C)C,C[C@@H]1C[C@@H](CN(C1)CCCCNC(=O)C2=CC3=C(C=C2)NC(=C3C)C)C,2,0
